Round,expt_n,environment,environment_info,data_file,Model_name,environment.1,R1,R2,R3,wear_threshold,threshold_factor,add_noise,breakdown_chance,episodes,milling_operations_max,version_prefix,test_info,test_cases,test_rounds,results_folder,test_file,train_sample_rate,test_sample_rate,RF_Pr,RF_Rc,RF_F1,RF_F05,RF_Pr_sd,RF_Rc_sd,RF_F1_sd,RF_F05_sd,A2C_Pr,A2C_Rc,A2C_F1,A2C_F05,A2C_Pr_sd,A2C_Rc_sd,A2C_F1_sd,A2C_F05_sd,DQN_Pr,DQN_Rc,DQN_F1,DQN_F05,DQN_Pr_sd,DQN_Rc_sd,DQN_F1_sd,DQN_F05_sd,PPO_Pr,PPO_Rc,PPO_F1,PPO_F05,PPO_Pr_sd,PPO_Rc_sd,PPO_F1_sd,PPO_F05_sd,model_file,RF_time,A2C_time,DQN_time,PPO_time
5,10,SS,PHM C06 SS LBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,RF_Model_PHM_C06_SS_LowNBD.mdl,SS,1,-1,-40,0.13,0.95,1000,0.05,800,348,PHM_C06_SS,Separate test set.,40,10,results/MultiRound,,100,70,0.963484848,0.52,0.673125906,0.820440885,0.063830272,0.075277265,0.069409891,0.06088976,0,0,0,0,0,0,0,0,0.502564103,0.99,0.666627703,0.557434813,0.005405603,0.021081851,0.007598062,0.005815634,0.526985917,0.895,0.663011388,0.574057097,0.03056452,0.055025247,0.035711011,0.032053833,models/0_10_PHM_C06_SS_LowNBD__RF_Model_28-Jun-2023_16-40.mdl,328.0544388,43.77286696,3.445685387,40.64740443
5,11,SS,PHM C06 SS HBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,RF_Model_PHM_C06_SS_HighNBD.mdl,SS,1,-1,-40,0.13,0.9,100,0.1,800,348,PHM_C06_SS,Separate test set.,40,10,results/MultiRound,,100,70,0.788874459,0.255,0.380864994,0.547553662,0.17361389,0.068516016,0.087287122,0.111611668,0,0,0,0,0,0,0,0,0.501212751,0.98,0.663118931,0.555450686,0.007428462,0.034960295,0.013436575,0.00902636,0.542459473,0.76,0.63171578,0.574728128,0.03141838,0.09067647,0.048503421,0.03576255,models/0_11_PHM_C06_SS_HighNBD__RF_Model_28-Jun-2023_16-47.mdl,401.2871006,40.00273013,3.320575237,38.88173866
5,12,MS,PHM C01 MS NBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_MS_NoNBD.mdl,MS,1,-1,-40,0.12,0.925,0,0,800,348,PHM_C04_MS,Separate test set.,40,10,results/MultiRound,,100,70,1.00,0.22,0.34,0.55,0,0.100138793,0.138764758,0.165902002,0.502564103,1,0.668926554,0.558080808,0.005405603,0,0.00476426,0.0053237,0.492099792,0.96,0.650609575,0.545229076,0.015527615,0.045946829,0.023933216,0.018130535,0.492627444,0.595,0.537350519,0.509296383,0.076237335,0.11890706,0.089998025,0.080454862,models/3_12_PHM_C04_MS_NoNBD__RF_Model_28-Jun-2023_19-18.mdl,172.6982691,13.8398478,1.509534359,12.32632804
5,13,MS,PHM C04 MS NBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_MS_NoNBD.mdl,MS,1,-1,-80,0.098,0.95,0,0,800,348,PHM_C04_MS,Separate test set.,40,10,results/MultiRound,,100,70,0.803015873,0.19,0.295417387,0.454085498,0.150100887,0.084327404,0.110307634,0.12426659,0.510061328,0.525,0.515000028,0.511405942,0.054309072,0.108653373,0.076275341,0.060900422,0.866048951,0.51,0.641115591,0.759027778,0.051990644,0.039440532,0.038823667,0.041491955,0.531201299,0.265,0.350142654,0.438095752,0.192767353,0.108140855,0.129799049,0.156115106,models/0_1_PHM_C04_MS_NoNBD__RF_Model_29-Jun-2023_18-53_0.80_0.19_0.45.mdl,172.2784579,13.71755147,1.530206442,12.27292275
5,14,MS,PHM C06 MS NBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,RF_Model_PHM_C06_MS_NoNBD.mdl,MS,1,-1,-80,0.13,0.9,0,0,800,348,PHM_C06_MS,Separate test set.,40,10,results/MultiRound,,100,70,0.959880952,0.675,0.790748663,0.883477689,0.057641672,0.063464776,0.050562705,0.047337699,0.498650472,0.975,0.659789597,0.552633897,0.012893307,0.035355339,0.018789808,0.014699993,0.525,0.04,0.073268398,0.14781746,0.447989335,0.031622777,0.057792275,0.11658329,0.530155678,0.425,0.469438886,0.503367955,0.135694448,0.120761473,0.122548537,0.128528198,models/0_2_PHM_C06_MS_NoNBD__RF_Model_29-Jun-2023_18-56_0.96_0.68_0.88.mdl,183.2410157,34.91309261,2.521163464,16.63192058
6,0,SS,Simulated NBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_NoNBD.mdl,SS,1,-1,-100,3,1,0,0,800,121,Dasic,Separate test set.,40,10,results/MultiRound,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,0.926112366,0.98,0.951661244,0.936021825,0.037101263,0.025819889,0.019318977,0.028969958,0.510986051,0.575,0.539161324,0.521501548,0.069163789,0.10069205,0.078028746,0.071331302,0.475954396,0.89,0.620138782,0.52474882,0.012444671,0.031622777,0.016693713,0.013665408,0.276666667,0.05,0.083258133,0.140584416,0.210847789,0.047140452,0.074877441,0.117464944,models/1_0_Dasic_NoNBD__RF_Model_28-Jun-2023_17-26.mdl,133.5546029,17.0149262,2.15114665,19.97284937
6,1,SS,Simulated LBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_LowNBD.mdl,SS,1,-1,-100,3,1,1000,0.05,800,121,Dasic,Separate test set.,40,10,results/MultiRound,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,0.956190476,0.975,0.965240775,0.959727564,0.015438497,0.026352314,0.013122692,0.011954849,0.526681427,0.525,0.522415246,0.52398604,0.109574174,0.14953632,0.127198605,0.116050665,0.582547906,0.97,0.727863785,0.633099446,0.007344048,0.025819889,0.011850299,0.008541471,0.461919192,0.21,0.28408143,0.365535078,0.141404762,0.087559504,0.10447337,0.118320697,models/1_1_Dasic_LowNBD__RF_Model_28-Jun-2023_17-29.mdl,108.1145582,16.41461039,2.385128736,19.83323264
6,2,SS,Simulated HBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_HighNBD.mdl,SS,1,-1,-100,3,1,100,0.1,800,121,Dasic,Separate test set.,40,10,results/MultiRound,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,0.839113553,0.965,0.896333216,0.860844591,0.053268705,0.033747428,0.030071421,0.043895441,0.871428571,0.07,0.121885522,0.233630952,0.319083154,0.067494856,0.097275851,0.131994784,0.498717949,0.99,0.663257354,0.553654275,0.004054202,0.021081851,0.007649202,0.004981987,0.636419414,0.295,0.390347201,0.498087841,0.175389943,0.125720148,0.128760006,0.126384412,models/1_2_Dasic_HighNBD__RF_Model_28-Jun-2023_17-32.mdl,110.2886248,16.36086154,2.034357786,20.16388965
6,3,SS,PHM C01 SS NBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_NoNBD.mdl,SS,1,-2,-40,0.12,0.95,0,0,800,348,PHM_C01_SS,Separate test set.,40,10,results/MultiRound,,100,70,0.975808081,0.9,0.934812977,0.958578199,0.045128177,0.052704628,0.03109509,0.034456321,0.656310601,0.49,0.55652792,0.610311599,0.066488431,0.06992059,0.051148578,0.045389858,0.2,0.02,0.036363636,0.071428571,0.349602949,0.034960295,0.063564173,0.124858196,0.510781979,0.505,0.504661382,0.507623934,0.109274604,0.146154408,0.117634178,0.110419376,models/1_3_PHM_C01_SS_NoNBD__RF_Model_28-Jun-2023_17-34.mdl,352.1278496,41.32086325,4.999767303,36.97804427
6,4,SS,PHM C01 SS LBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_LowNBD.mdl,SS,1,-1,-100,0.12,0.9,1000,0.05,800,348,PHM_C01_SS,Separate test set.,40,10,results/MultiRound,,100,70,0,0,0,0,0,0,0,0,0.48004988,0.44,0.45805371,0.470712534,0.090398532,0.093689795,0.089286648,0.089155861,0.416666667,0.03,0.055053642,0.111607143,0.466468212,0.034960295,0.062726974,0.122561003,0.518925422,0.54,0.526718499,0.521492471,0.046639888,0.077459667,0.047277584,0.043341104,models/1_4_PHM_C01_SS_LowNBD__RF_Model_28-Jun-2023_17-42.mdl,189.4019406,12.72764778,0.987154484,11.06047559
6,5,SS,PHM C01 SS HBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_HighNBD.mdl,SS,1,-1,-40,0.12,0.85,100,0.1,800,348,PHM_C01_SS,Separate test set.,40,10,results/MultiRound,,100,70,0.831666667,0.215,0.336357706,0.516657648,0.159561513,0.094428103,0.120859011,0.139689835,0.498717949,0.995,0.66440678,0.553977273,0.004054202,0.015811388,0.00714639,0.004990969,0.35,0.02,0.037662338,0.080357143,0.474341649,0.025819889,0.048637926,0.104095781,0.345,0.075,0.121885173,0.196843434,0.188897059,0.042491829,0.06723953,0.105597194,models/1_5_PHM_C01_SS_HighNBD__RF_Model_28-Jun-2023_17-45.mdl,60.20845962,11.76695061,0.927034855,10.72596669
6,6,SS,PHM C04 SS NBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_SS_NoNBD.mdl,SS,1,-1,-40,0.098,0.95,0,0,800,348,PHM_C04_SS,Separate test set.,40,10,results/MultiRound,,100,70,0.853058536,0.955,0.900867765,0.871501463,0.041322087,0.049721446,0.041766199,0.04081019,0.547303124,0.62,0.578224765,0.558633689,0.070749958,0.078881064,0.057316049,0.062883814,0.571968901,0.97,0.719485371,0.623053215,0.019535302,0.053748385,0.029670663,0.022704558,0.499647325,0.555,0.524949788,0.509272917,0.062987504,0.086442017,0.070159226,0.064818132,models/1_6_PHM_C04_SS_NoNBD__RF_Model_28-Jun-2023_17-47.mdl,142.2899225,11.68919897,0.98498702,10.79761314
6,7,SS,PHM C04 SS LBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_SS_LowNBD.mdl,SS,1,-1,-40,0.098,0.85,1000,0.05,800,348,PHM_C04_SS,Separate test set.,40,10,results/MultiRound,,100,70,0.700064935,0.46,0.54574378,0.623297289,0.049960394,0.141027972,0.126931201,0.095151471,0.522463457,0.6,0.554418962,0.533905124,0.097356716,0.105409255,0.086728278,0.090558049,0.047619048,0.015,0.022792023,0.033143939,0.076947299,0.024152295,0.036706834,0.053429012,0.527877285,0.755,0.619492673,0.560768065,0.046586084,0.086442017,0.050944473,0.046154857,models/1_7_PHM_C04_SS_LowNBD__RF_Model_28-Jun-2023_17-49.mdl,128.3230038,12.029562,0.917366743,10.738271
6,8,SS,PHM C04 SS HBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_SS_HighNBD.mdl,SS,1,-1,-100,0.098,0.9,100,0.1,800,348,PHM_C04_SS,Separate test set.,40,10,results/MultiRound,,100,70,0.60634373,0.46,0.517919996,0.565688145,0.073219222,0.130809446,0.107101521,0.087621995,0.445970105,0.345,0.387598517,0.420147918,0.079284453,0.079756574,0.077545519,0.077632922,0.216666667,0.03,0.05256917,0.095982143,0.368932394,0.053748385,0.09364707,0.169031506,0.516145494,0.64,0.570532721,0.536436472,0.073456566,0.1197219,0.091168563,0.079499657,models/1_8_PHM_C04_SS_HighNBD__RF_Model_28-Jun-2023_17-52.mdl,127.2905283,11.90745497,0.936891556,10.73980975
6,9,SS,PHM C06 SS NBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,RF_Model_PHM_C06_SS_NoNBD.mdl,SS,1,-1,-40,0.13,0.95,0,0,800,348,PHM_C06_SS,Separate test set.,40,10,results/MultiRound,,100,70,0.889422172,0.985,0.934201099,0.906686648,0.049703737,0.024152295,0.032407637,0.042671976,0.534402303,0.87,0.661409222,0.57877638,0.031003963,0.063245553,0.036350153,0.032135483,0.35,0.025,0.046320346,0.095238095,0.411636301,0.026352314,0.048851513,0.100976275,0.600530629,0.59,0.585624681,0.591866584,0.119409782,0.132916014,0.09554932,0.100720395,models/1_9_PHM_C06_SS_NoNBD__RF_Model_28-Jun-2023_17-55.mdl,142.3016269,12.68584108,0.937730312,10.87913203
6,10,SS,PHM C06 SS LBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,RF_Model_PHM_C06_SS_LowNBD.mdl,SS,1,-1,-40,0.13,0.95,1000,0.05,800,348,PHM_C06_SS,Separate test set.,40,10,results/MultiRound,,100,70,0,0,0,0,0,0,0,0,0.522028628,0.515,0.516663252,0.519417297,0.067437435,0.05797509,0.054382144,0.060456302,0.502631579,0.985,0.665556205,0.557185224,0.0119291,0.024152295,0.014625056,0.012774148,0.31,0.055,0.091903111,0.155758478,0.167626864,0.028382311,0.046202898,0.076275453,models/1_10_PHM_C06_SS_LowNBD__RF_Model_28-Jun-2023_17-57.mdl,91.65923142,12.7650547,0.921947002,10.77927279
6,11,SS,PHM C06 SS HBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,RF_Model_PHM_C06_SS_HighNBD.mdl,SS,1,-1,-40,0.13,0.9,100,0.1,800,348,PHM_C06_SS,Separate test set.,40,10,results/MultiRound,,100,70,0.657995338,0.31,0.415770038,0.5291991,0.108503011,0.051639778,0.051879958,0.060187293,0.499908611,0.52,0.50709734,0.502077468,0.043791094,0.091893658,0.060685717,0.047288602,0.505128205,0.99,0.66888759,0.559960066,0.014061448,0.031622777,0.018570409,0.015472776,0.201111111,0.065,0.094721101,0.134388528,0.268228451,0.088349055,0.125162253,0.173824504,models/1_11_PHM_C06_SS_HighNBD__RF_Model_28-Jun-2023_17-59.mdl,121.8021302,12.04678035,0.929600716,10.80689025
6,12,MS,PHM C01 MS NBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_MS_NoNBD.mdl,MS,1,-1,-80,0.12,0.9,0,0,800,348,PHM_C01_MS,Separate test set.,40,10,results/MultiRound,,100,70,0.5,1,0.666666667,0.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.025,0.046753247,0.098214286,0.516397779,0.035355339,0.065328295,0.133873445,0.510285691,0.64,0.564302884,0.529974461,0.083691845,0.146818104,0.102607903,0.089175986,models/1_0_PHM_C01_MS_NoNBD__RF_Model_29-Jun-2023_19-00_0.50_1.00_0.56.mdl,180.4558032,13.17427349,1.683446169,11.59706879
6,13,MS,PHM C04 MS NBD,data\PHM_Tool_Wear_Data_C04_0p098.csv,RF_Model_PHM_C04_MS_NoNBD.mdl,MS,1,-1,-80,0.098,0.95,0,0,800,348,PHM_C04_MS,Separate test set.,40,10,results/MultiRound,,100,70,0.746828773,0.655,0.694390389,0.723911979,0.092756375,0.086442017,0.074250673,0.080478346,0.468449095,0.475,0.466981596,0.466598876,0.082173083,0.162018517,0.121027163,0.097508943,0.494871795,0.97,0.65534775,0.54860377,0.008964178,0.025819889,0.013047609,0.010176609,0.452164502,0.275,0.340281806,0.398723158,0.137134076,0.103413947,0.117728029,0.128599896,models/1_1_PHM_C04_MS_NoNBD__RF_Model_29-Jun-2023_19-04_0.75_0.65_0.72.mdl,171.3157225,12.86788821,1.524245024,11.72798705
6,14,MS,PHM C06 MS NBD,data\PHM_Tool_Wear_Data_C06_0p13.csv,RF_Model_PHM_C06_MS_NoNBD.mdl,MS,1,-1,-80,0.13,0.9,0,0,800,348,PHM_C06_MS,Separate test set.,40,10,results/MultiRound,,100,70,0.5,1,0.666666667,0.555555556,0,0,0,0,0.498368687,0.64,0.559433023,0.52096128,0.091463585,0.112546287,0.097871284,0.093454097,0.05,0.005,0.009090909,0.017857143,0.158113883,0.015811388,0.028747979,0.056469244,0.489484127,0.185,0.263849561,0.360646829,0.19141809,0.074721706,0.094644397,0.12537167,models/1_2_PHM_C06_MS_NoNBD__RF_Model_29-Jun-2023_19-07_0.50_1.00_0.56.mdl,167.7820814,13.72811413,1.540013552,12.42568779
7,0,SS,Simulated NBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_NoNBD.mdl,SS,1,-1,-100,3,1,0,0,800,121,Dasic,Separate test set.,40,10,results/MultiRound,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,1,0.715,0.833019268,0.925464703,0,0.047434165,0.032150363,0.015868516,0,0,0,0,0,0,0,0,0.498503952,0.955,0.654902148,0.55113563,0.018002236,0.055025247,0.02738378,0.020783118,0.261666667,0.05,0.082815547,0.137996032,0.25166728,0.057735027,0.092464788,0.145612483,models/2_0_Dasic_NoNBD__RF_Model_28-Jun-2023_18-11.mdl,61.63005257,19.80368447,1.033494949,10.9958117
7,1,SS,Simulated LBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_LowNBD.mdl,SS,1,-1,-100,3,1,1000,0.05,800,121,Dasic,Separate test set.,40,10,results/MultiRound,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,0.994117647,0.83,0.904174852,0.955915914,0.018601633,0.042163702,0.028239505,0.01987554,0.511605339,0.445,0.471184006,0.493044688,0.073908881,0.116547558,0.09097478,0.07714463,0.500146199,0.975,0.660980073,0.554058201,0.014113205,0.035355339,0.017329293,0.014914942,0.301666667,0.07,0.112087275,0.177627234,0.225318704,0.053748385,0.084096871,0.130438857,models/2_1_Dasic_LowNBD__RF_Model_28-Jun-2023_18-13.mdl,46.38556981,15.18136144,1.470286608,17.59108305
7,2,SS,Simulated HBD,data\Simulated_Dasic_2006_Tool_Wear_Model_Train.csv,RF_Model_Dasic_HighNBD.mdl,SS,1,-1,-100,3,1,100,0.1,800,121,Dasic,Separate test set.,40,10,results/MultiRound,data\Simulated_Dasic_2006_Tool_Wear_Model_Test.csv,1,2,0.875111833,0.47,0.60834094,0.742647927,0.086802218,0.097752522,0.099843665,0.093782917,0.59522395,0.58,0.583849265,0.589731155,0.079693096,0.085634884,0.067961789,0.071450859,0.497368421,0.985,0.660939022,0.552009925,0.010284831,0.033747428,0.016412098,0.012138454,0.444920635,0.135,0.201434951,0.292334055,0.133595107,0.081819585,0.105623762,0.123843556,models/2_2_Dasic_HighNBD__RF_Model_28-Jun-2023_18-14.mdl,50.21197987,14.43483639,0.972584248,11.1426506
7,3,SS,PHM C01 SS NBD,data\PHM_Tool_Wear_Data_C01_0p12.csv,RF_Model_PHM_C01_SS_NoNBD.mdl,SS,1,-2,-40,0.12,0.95,0,0,800,348,PHM_C01_SS,Separate test set.,40,10,results/MultiRound,,100,70,1,0.7,0.817766252,0.915567438,0,0.122474487,0.089292209,0.047995787,0.502252791,0.505,0.501301273,0.501296217,0.137667496,0.149907379,0.138754869,0.13680001,0.35,0.02,0.037662338,0.080357143,0.474341649,0.025819889,0.048637926,0.104095781,0.586984127,0.24,0.339562124,0.453617216,0.078913796,0.039440532,0.048927748,0.059920993,models/2_3_PHM_C01_SS_NoNBD__RF_Model_28-Jun-2023_18-15.mdl,149.8472478,13.00000286,0.971570253,11.20203137
