time,force_x,force_y,force_z,vibration_x,vibration_y,vibration_z,acoustic_emission_rms,tool_wear,ACTION_CODE
29,2.196,5.27,-2.731,0.009,-0.021,-0.078,0.033,0.031416355,0
30,2.876,0.138,-0.941,0.1,0.07,0.087,0.023,0.031416355,0
31,4.195,1.778,-0.425,0.05,0.025,0.048,0.031,0.031416355,0
32,3.533,9.757,1.379,-0.016,0.064,0.028,0.022,0.031416355,0
33,2.076,-4.363,2.584,-0.025,0.031,-0.026,0.024,0.031416355,0
34,4.046,-2.544,0.671,-0.125,0.001,-0.091,0.027,0.031416355,0
35,4.503,-1.038,1.088,-0.026,-0.022,0.027,0.03,0.031416355,0
36,3.389,0.873,-1.017,0.08,0.08,0.116,0.026,0.031416355,0
37,3.98,1.213,-2.22,0.044,0.022,0.022,0.022,0.031416355,0
38,3.625,3.256,-0.975,0.032,-0.01,0.008,0.026,0.031416355,0
39,2.496,3.466,-0.962,0.116,0.062,0.09,0.027,0.031416355,0
40,1.932,5.317,2.292,0.031,-0.038,-0.005,0.023,0.031416355,0
41,1.093,1.46,1.659,0.007,0.023,-0.001,0.026,0.031416355,0
42,-0.98,0.638,2.788,-0.028,-0.011,-0.061,0.029,0.031416355,0
43,0.214,-2.155,-0.805,0.014,0.027,-0.036,0.034,0.031416355,0
44,0.529,-1.729,-0.643,0.02,0.046,0.002,0.029,0.031416355,0
45,0.305,-1.397,-0.446,-0.047,0.015,-0.014,0.026,0.031416355,0
46,-0.249,-0.716,2.465,0.011,0.043,0.011,0.029,0.031416355,0
47,0.786,0.743,1.142,-0.039,0.008,-0.059,0.033,0.031416355,0
48,2.687,1.674,-1.877,0.004,0.019,-0.001,0.035,0.031416355,0
49,3.032,0.47,-0.324,-0.015,-0.036,-0.021,0.035,0.031416355,0
50,4.529,0.042,-0.44,0.065,-0.026,0.03,0.028,0.031416355,0
51,3.769,7.161,2.521,0,-0.008,0.017,0.032,0.031416355,0
52,2.44,-2.284,4.796,0.032,-0.007,0.02,0.03,0.031416355,0
53,2.579,-2.197,2.362,-0.057,-0.035,-0.062,0.03,0.031416355,0
54,4.424,1.402,-0.124,-0.007,-0.011,0.002,0.027,0.031416355,0
55,3.218,1.374,-1.418,-0.01,-0.005,0.007,0.03,0.031416355,0
56,3.386,1.41,0.995,0.005,0.018,0.023,0.031,0.031416355,0
57,2.808,3.288,0.921,-0.029,-0.027,-0.036,0.023,0.031416355,0
58,2.386,1.723,2.183,0.039,-0.021,0.004,0.031,0.031416355,0
59,1.998,3.517,1.274,0.023,0.001,0.006,0.03,0.031416355,0
60,1.612,0.105,1.141,0.009,0.037,0.011,0.033,0.031416355,0
61,0.602,1.074,2.564,-0.009,0.03,-0.013,0.033,0.031416355,0
62,-1.218,0.217,1.963,-0.026,0.001,-0.053,0.03,0.031416355,0
63,0.496,-0.734,1.103,0.031,0.042,0.003,0.046,0.031416355,0
64,1.295,-3.197,-0.246,0.039,0.037,0.015,0.033,0.031416355,0
65,0.612,-1.073,1.948,0.027,-0.013,0,0.029,0.031416355,0
66,1.373,0.04,2.313,0.051,0.127,0.094,0.031,0.031416355,0
67,2.514,0.752,0.892,0.034,0.037,0.056,0.03,0.031416355,0
68,2.526,3.636,-1.225,0.05,0.026,0.049,0.023,0.031416355,0
69,5.426,3.154,0.745,0.05,-0.024,0.032,0.034,0.031416355,0
70,5.055,5.657,2.566,0.103,0.034,0.086,0.026,0.031416355,0
71,2.42,0.947,2.647,0.089,0.053,0.091,0.033,0.031416355,0
72,2.134,-2.56,1.855,0.054,0.087,0.065,0.026,0.031416355,0
73,2.07,1.524,1.659,0.101,0.112,0.093,0.033,0.031416355,0
74,2.538,1.898,-0.975,0.105,0.117,0.085,0.031,0.031416355,0
75,3.749,1.053,0.677,0.062,0.075,0.06,0.039,0.031416355,0
76,3.592,2.961,1.09,0.094,0.096,0.081,0.051,0.031416355,0
77,1.924,5.016,2.528,0.103,0.122,0.101,0.063,0.031416355,0
78,0.503,0.745,3.351,0.096,0.084,0.091,0.058,0.031416355,0
79,1.18,0.454,1.294,0.07,0.065,0.055,0.078,0.031416355,0
80,0.859,0.673,2.354,0.08,0.046,0.058,0.074,0.031416355,0
81,-0.495,0.658,1.819,0.057,0.054,0.059,0.069,0.031416355,0
82,-0.355,2.018,1.315,0.045,0.041,0.034,-0.004,0.031416355,0
83,0.916,4.37,-1.372,0.102,0.041,0.069,0.018,0.03489277,0
84,1.018,3.001,0.751,0.09,0.088,0.111,0.018,0.03489277,0
85,1.287,1.38,1.593,0.036,0.055,0.061,0.019,0.03489277,0
86,1.028,2.434,1.748,0.134,0.055,0.121,0.041,0.03489277,0
87,-1.993,-1.411,0.082,0.069,0.033,0.064,0.031,0.03489277,0
88,-0.423,-3.029,1.109,0.092,0.098,0.07,0.033,0.03489277,0
89,-0.387,-2.697,-0.492,0.033,0.067,0.054,0.039,0.03489277,0
90,-0.3,1.297,-0.401,0.084,0.049,0.061,0.027,0.03489277,0
91,-0.464,0.746,-1.421,0.101,0.033,0.021,0.024,0.03489277,0
92,1.506,2.986,-1.11,0.116,0.052,0.042,0.037,0.03489277,0
93,0.84,6.326,-1.2,0.097,0.089,0.107,0.034,0.03489277,0
94,3.337,0.037,1.107,0.032,0.078,0.109,0.028,0.03489277,0
95,4.477,2.815,-0.006,0.036,0.115,0.096,0.029,0.03489277,0
96,3.576,9.31,0.493,0.074,0.07,0.037,0.032,0.03489277,0
97,2.421,-2.771,1.761,0.074,0.012,-0.05,0.022,0.03489277,0
98,2.553,-1.152,0.985,-0.054,0.044,-0.025,0.029,0.03489277,0
99,4.081,0.834,-0.627,0.041,0.074,0.107,0.026,0.03489277,0
100,3.856,1.386,-2.987,0.026,0.026,0.033,0.028,0.03489277,0
101,3.616,3.404,-2.604,0.093,0.011,0.011,0.03,0.03489277,0
102,2.386,2.189,-2.587,0.132,0.032,0.049,0.024,0.03489277,0
103,2.638,3.733,2.581,0.104,0.055,0.087,0.025,0.03489277,0
104,0.597,3.383,2.967,0.003,-0.039,0.017,0.027,0.03489277,0
105,0.418,2.316,0.148,-0.03,-0.017,-0.04,0.028,0.03489277,0
106,-0.817,-0.455,1.048,-0.024,-0.026,-0.081,0.036,0.03489277,0
107,-0.672,-2.562,-0.788,0.04,0.027,-0.018,0.034,0.03489277,0
108,-0.008,-0.742,-0.216,0.001,0.043,0.017,0.03,0.03489277,0
109,-0.339,0.316,-1.037,-0.038,0.061,0,0.03,0.03489277,0
110,-0.226,-2.207,-0.172,-0.041,0.041,-0.011,0.042,0.03489277,0
111,0.663,1.809,-1.775,-0.068,-0.058,-0.15,0.033,0.03489277,0
112,2.196,5.27,-2.731,0.009,-0.021,-0.078,0.033,0.03489277,0
113,2.876,0.138,-0.941,0.1,0.07,0.087,0.023,0.03489277,0
114,4.195,1.778,-0.425,0.05,0.025,0.048,0.031,0.03489277,0
115,3.533,9.757,1.379,-0.016,0.064,0.028,0.022,0.03489277,0
116,2.076,-4.363,2.584,-0.025,0.031,-0.026,0.024,0.03489277,0
117,4.046,-2.544,0.671,-0.125,0.001,-0.091,0.027,0.03489277,0
118,4.503,-1.038,1.088,-0.026,-0.022,0.027,0.03,0.03489277,0
119,3.389,0.873,-1.017,0.08,0.08,0.116,0.026,0.03489277,0
120,3.98,1.213,-2.22,0.044,0.022,0.022,0.022,0.03489277,0
121,3.625,3.256,-0.975,0.032,-0.01,0.008,0.026,0.03489277,0
122,2.496,3.466,-0.962,0.116,0.062,0.09,0.027,0.03489277,0
123,1.932,5.317,2.292,0.031,-0.038,-0.005,0.023,0.03489277,0
124,1.093,1.46,1.659,0.007,0.023,-0.001,0.026,0.03489277,0
125,-0.98,0.638,2.788,-0.028,-0.011,-0.061,0.029,0.03489277,0
126,0.214,-2.155,-0.805,0.014,0.027,-0.036,0.034,0.03489277,0
127,0.529,-1.729,-0.643,0.02,0.046,0.002,0.029,0.03489277,0
128,0.305,-1.397,-0.446,-0.047,0.015,-0.014,0.026,0.03489277,0
129,-0.249,-0.716,2.465,0.011,0.043,0.011,0.029,0.03489277,0
130,0.786,0.743,1.142,-0.039,0.008,-0.059,0.033,0.03489277,0
131,2.687,1.674,-1.877,0.004,0.019,-0.001,0.035,0.03489277,0
132,3.032,0.47,-0.324,-0.015,-0.036,-0.021,0.035,0.03489277,0
133,4.529,0.042,-0.44,0.065,-0.026,0.03,0.028,0.03489277,0
134,3.769,7.161,2.521,0,-0.008,0.017,0.032,0.03489277,0
135,2.44,-2.284,4.796,0.032,-0.007,0.02,0.03,0.03489277,0
136,2.579,-2.197,2.362,-0.057,-0.035,-0.062,0.03,0.03489277,0
137,4.424,1.402,-0.124,-0.007,-0.011,0.002,0.027,0.03489277,0
138,3.218,1.374,-1.418,-0.01,-0.005,0.007,0.03,0.03489277,0
139,3.386,1.41,0.995,0.005,0.018,0.023,0.031,0.03489277,0
140,2.808,3.288,0.921,-0.029,-0.027,-0.036,0.023,0.03489277,0
141,2.386,1.723,2.183,0.039,-0.021,0.004,0.031,0.03489277,0
142,1.998,3.517,1.274,0.023,0.001,0.006,0.03,0.03489277,0
143,1.612,0.105,1.141,0.009,0.037,0.011,0.033,0.03489277,0
144,0.602,1.074,2.564,-0.009,0.03,-0.013,0.033,0.03489277,0
145,-1.218,0.217,1.963,-0.026,0.001,-0.053,0.03,0.03489277,0
146,0.496,-0.734,1.103,0.031,0.042,0.003,0.046,0.03489277,0
147,1.295,-3.197,-0.246,0.039,0.037,0.015,0.033,0.03489277,0
148,0.612,-1.073,1.948,0.027,-0.013,0,0.029,0.03489277,0
149,1.373,0.04,2.313,0.051,0.127,0.094,0.031,0.03489277,0
150,2.514,0.752,0.892,0.034,0.037,0.056,0.03,0.03489277,0
151,2.526,3.636,-1.225,0.05,0.026,0.049,0.023,0.03489277,0
152,5.426,3.154,0.745,0.05,-0.024,0.032,0.034,0.03489277,0
153,5.055,5.657,2.566,0.103,0.034,0.086,0.026,0.03489277,0
154,2.42,0.947,2.647,0.089,0.053,0.091,0.033,0.03489277,0
155,2.134,-2.56,1.855,0.054,0.087,0.065,0.026,0.03489277,0
156,2.07,1.524,1.659,0.101,0.112,0.093,0.033,0.03489277,0
157,2.538,1.898,-0.975,0.105,0.117,0.085,0.031,0.03489277,0
158,3.749,1.053,0.677,0.062,0.075,0.06,0.039,0.03489277,0
159,3.592,2.961,1.09,0.094,0.096,0.081,0.051,0.03489277,0
160,1.924,5.016,2.528,0.103,0.122,0.101,0.063,0.03489277,0
161,0.503,0.745,3.351,0.096,0.084,0.091,0.058,0.03489277,0
162,1.18,0.454,1.294,0.07,0.065,0.055,0.078,0.03489277,0
163,0.859,0.673,2.354,0.08,0.046,0.058,0.074,0.03489277,0
164,-0.495,0.658,1.819,0.057,0.054,0.059,0.069,0.03489277,0
165,-0.355,2.018,1.315,0.045,0.041,0.034,-0.004,0.03489277,0
166,-0.471,-9.674,1.372,0.048,0.052,0.015,0.105,0.038102847,0
167,-1.248,-2.389,0.254,-0.021,0.119,0.075,0.086,0.038102847,0
168,-0.443,5.088,0.201,-0.064,0.092,0.016,0.078,0.038102847,0
169,-1.763,-3.088,1.856,0.021,0.074,-0.012,0.074,0.038102847,0
170,-0.858,3.104,0.122,0.074,0.028,-0.091,0.078,0.038102847,0
171,0.594,11.219,-2.027,0.102,0.062,-0.058,0.05,0.038102847,0
172,2.862,-1.08,1.285,0.118,0.052,0.082,0.055,0.038102847,0
173,6.114,0.456,1.549,0.103,0.126,0.165,0.057,0.038102847,0
174,5.373,15.222,1.175,-0.008,0.116,0.07,0.042,0.038102847,0
175,3.636,-7.877,2.948,-0.042,0.016,-0.059,0.028,0.038102847,0
176,2.503,-3.577,4.623,-0.11,0.047,-0.036,0.024,0.038102847,0
177,5.778,-1.228,-0.333,0.039,0.073,0.177,0.03,0.038102847,0
178,3.998,1.661,-2.29,0.039,0.064,0.117,0.028,0.038102847,0
179,5.422,1.608,-1.47,0.075,-0.047,-0.035,0.026,0.038102847,0
180,2.204,5.493,1.123,0.134,-0.066,-0.006,0.032,0.038102847,0
181,1.179,8.322,2.065,0.068,-0.02,0.048,0.034,0.038102847,0
182,0.363,3.498,4.542,0.017,-0.033,0.057,0.04,0.038102847,0
183,-1.206,2.082,0.689,0.044,0.068,0.033,0.045,0.038102847,0
184,-2.569,3.315,0,0.008,0.019,-0.086,0.059,0.038102847,0
185,-0.661,-5.576,0.848,0.031,0.012,-0.092,0.055,0.038102847,0
186,-2.73,-5.569,-1.653,-0.006,0.076,0.027,0.058,0.038102847,0
187,-1.852,1.172,0.537,-0.094,0.081,0.039,0.051,0.038102847,0
188,-2.159,-3.132,4.238,-0.044,0.037,-0.035,0.05,0.038102847,0
189,-0.555,1.226,1.307,-0.018,0.011,-0.119,0.058,0.038102847,0
190,1.919,9.922,-2.025,0.01,-0.009,-0.114,0.057,0.038102847,0
191,3.217,0.087,0.228,0.082,-0.022,-0.011,0.059,0.038102847,0
192,4.889,-0.187,2.248,0.088,-0.012,0.03,0.051,0.038102847,0
193,4.059,14.55,0.675,-0.028,0.068,0.054,0.057,0.038102847,0
194,2.705,-6.343,4.565,-0.008,-0.025,-0.005,0.055,0.038102847,0
195,1.473,-3.421,3.324,-0.064,-0.001,-0.048,0.047,0.038102847,0
196,4.782,0.272,2.035,0.053,0.025,0.1,0.044,0.038102847,0
197,2.353,1.394,-1.861,0.007,0.057,0.111,0.052,0.038102847,0
198,5.129,2.542,-1.568,-0.051,0.049,0.027,0.044,0.038102847,0
199,4.066,3.793,-0.39,-0.048,-0.026,-0.103,0.049,0.038102847,0
200,1.676,9.676,-0.114,0.121,-0.006,-0.033,0.05,0.038102847,0
201,1.254,4.84,3.653,0.088,0.025,0.033,0.053,0.038102847,0
202,-1.062,2.326,3.788,0.002,0.055,0.01,0.062,0.038102847,0
203,-1.764,1.652,0.589,-0.022,0.068,-0.054,0.056,0.038102847,0
204,-2.374,-3.246,0.653,0.034,0.05,-0.106,0.054,0.038102847,0
205,-0.839,-3.633,0.435,0.063,0.051,-0.02,0.076,0.038102847,0
206,-0.085,-3.127,-0.582,0.021,0.084,0.085,0.063,0.038102847,0
207,-1.907,-4.756,2.237,0.095,0.117,0.132,0.059,0.038102847,0
208,-0.338,0.571,1.825,-0.032,0.07,-0.04,0.065,0.038102847,0
209,3.38,7.813,-2.705,-0.015,-0.008,-0.056,0.063,0.038102847,0
210,2.18,5.63,-1.225,0.088,0.004,0.014,0.066,0.038102847,0
211,5.895,-0.233,2.105,0.128,-0.047,0.081,0.075,0.038102847,0
212,3.976,14.666,0.93,0.093,0.039,0.1,0.063,0.038102847,0
213,2.501,-2.289,4.791,0.044,0.014,0.047,0.057,0.038102847,0
214,1.589,-3.45,3.269,0.031,0.068,0.007,0.052,0.038102847,0
215,4.546,-0.192,0.02,0.002,0.007,0.003,0.053,0.038102847,0
216,2.073,0.445,-1.535,0.005,0.041,0.054,0.059,0.038102847,0
217,3.865,1.547,-1.825,0.007,0.081,0.061,0.067,0.038102847,0
218,3.877,5.396,-0.778,-0.048,0.039,-0.025,0.059,0.038102847,0
219,2.199,9.699,-1.389,0.031,0.037,-0.046,0.062,0.038102847,0
220,0.656,3.424,4.216,0.026,-0.035,-0.05,0.061,0.038102847,0
221,0.103,1.502,2.125,-0.016,-0.002,0.001,0.053,0.038102847,0
222,-0.58,0.76,0.716,-0.093,-0.02,-0.091,0.061,0.038102847,0
223,-3.243,-1.691,0.455,-0.067,-0.032,-0.13,0.062,0.038102847,0
224,1.049,-3.423,-2.739,-0.024,-0.032,-0.077,0.06,0.038102847,0
225,1.033,-1.248,-0.479,-0.034,-0.084,-0.036,0.062,0.038102847,0
226,-0.992,-1.183,0.156,-0.008,-0.051,-0.013,0.067,0.038102847,0
227,0.598,2.346,2.277,-0.034,-0.035,-0.03,0.054,0.038102847,0
228,4.328,4.413,-1.78,-0.095,-0.096,-0.081,0.058,0.038102847,0
229,3.416,6.173,-2.445,-0.07,-0.113,-0.051,0.057,0.038102847,0
230,8.356,1.992,-2.076,-0.016,-0.168,-0.024,0.054,0.038102847,0
231,5.938,11.947,0.641,0.024,-0.095,0.006,0.051,0.038102847,0
232,2.843,3.825,4.342,-0.036,-0.103,-0.091,0.042,0.038102847,0
233,2.268,-1.046,3.375,-0.061,-0.049,-0.111,0.038,0.038102847,0
234,3.433,2.12,1.046,-0.023,0.011,-0.051,0.048,0.038102847,0
235,2.976,0.926,-3.983,-0.039,-0.026,-0.039,0.05,0.038102847,0
236,5.006,-2.572,-3.439,-0.085,-0.02,-0.043,0.053,0.038102847,0
237,3.279,6.516,-1.618,-0.016,0.034,-0.009,0.045,0.038102847,0
238,3.054,7.869,-0.64,-0.043,-0.02,-0.058,0.055,0.038102847,0
239,1.529,4.264,3.483,-0.018,-0.04,-0.049,0.056,0.038102847,0
240,0.403,2.596,1.611,0.023,0.008,-0.005,0.059,0.038102847,0
241,-0.244,2.573,-1.421,0.003,0.031,-0.006,0.05,0.038102847,0
242,-2.201,-0.081,-1.968,-0.011,0.032,-0.011,0.061,0.038102847,0
243,-0.316,-3.525,-3.186,0.022,0.026,0.02,0.065,0.038102847,0
244,0.443,-2.599,-0.781,0.04,0.02,0.048,0.049,0.038102847,0
245,-0.053,-1.585,0.402,0.011,-0.008,0.004,0.073,0.038102847,0
246,-0.061,-0.314,1.004,0.047,0.006,0.002,0.064,0.038102847,0
247,3.981,-0.028,-2.151,0.042,0.022,0.04,0.058,0.038102847,0
248,3.911,6.989,-2.737,0.056,0.03,0.107,0.067,0.038102847,0
249,6.188,5.359,0.602,0.049,-0.013,0.104,0.068,0.038102847,0
250,8.147,8.82,1.972,0,-0.023,0.002,0.064,0.038102847,0
251,4.28,9.178,5.605,0.064,0.056,-0.002,0.052,0.038102847,0
252,3.252,-3.652,2.196,0.118,0.011,0.014,0.05,0.038102847,0
253,4.195,0.092,-0.51,0.048,0.089,0.066,0.053,0.038102847,0
254,4.398,0.234,-1.515,0.082,0.107,0.096,0.052,0.038102847,0
255,3.85,0.752,-2.592,0.032,0.028,0.027,0.059,0.038102847,0
256,4.342,3.986,0.189,0.087,0.038,0.05,0.048,0.038102847,0
257,3.931,6.913,1.137,0.061,0.02,0.038,0.051,0.038102847,0
258,1.219,2.548,1.504,0.062,0.041,0.077,0.051,0.038102847,0
259,2.048,3.583,1.788,0.022,0.081,0.072,0.057,0.038102847,0
260,1.405,0.865,1.425,0.07,0.011,0.045,0.049,0.038102847,0
261,-2.594,-0.989,0.561,0.08,0.022,0.066,0.05,0.038102847,0
262,0.175,-4.401,0.09,-0.013,-0.005,0.035,0.049,0.038102847,0
263,0.501,-1.239,0.254,-0.011,0.006,0.065,0.074,0.038102847,0
264,0.501,0.16,-0.521,0.047,0.04,0.045,0.056,0.038102847,0
265,-0.906,-0.061,1.142,0.108,0.045,0.021,0.069,0.038102847,0
266,3.569,0.283,0.455,0.116,0.055,0.061,0.081,0.038102847,0
267,2.526,6.484,-1.624,0.062,0.002,0.058,0.1,0.038102847,0
268,7.286,4.447,-0.129,0.061,0.05,0.127,0.087,0.038102847,0
269,7.758,4.627,3.317,-0.005,0.029,0.06,0.093,0.038102847,0
270,4.128,11.363,2.287,0.054,0.017,-0.007,0.109,0.038102847,0
271,3.693,-1.407,5.742,0.078,0.01,0.014,0.105,0.038102847,0
272,4.255,0.772,-0.083,-0.083,-0.019,-0.005,0.096,0.038102847,0
273,1.678,-0.847,-0.441,0.048,0.05,0.057,0.01,0.038102847,0
274,1.876,0.056,0.083,0.045,0.051,0.052,-0.004,0.038102847,0
275,1.456,-0.917,1.826,0.028,0.028,0.003,-0.005,0.041061023,0
276,1.191,0.999,-0.815,0.011,0.004,-0.004,-0.005,0.041061023,0
277,4.672,6.05,-4.404,0.037,-0.069,-0.063,0.159,0.041061023,0
278,8.206,-0.507,-0.152,0.08,-0.159,0.011,0.145,0.041061023,0
279,6.855,15.711,-1.741,-0.015,-0.085,0.019,0.111,0.041061023,0
280,5.293,3.382,5.1,-0.005,-0.043,-0.028,0.101,0.041061023,0
281,1.462,-2.69,5.548,-0.091,-0.044,-0.176,0.083,0.041061023,0
282,2.997,-0.283,1.803,-0.057,-0.06,-0.101,0.087,0.041061023,0
283,3.167,0.377,-4.876,-0.014,0.017,0.004,0.072,0.041061023,0
284,6.61,1.345,-1.907,-0.047,0.026,0.003,0.066,0.041061023,0
285,4.182,3.975,-1.524,-0.166,-0.062,-0.128,0.066,0.041061023,0
286,4.838,12.657,-0.155,-0.168,-0.126,-0.197,0.057,0.041061023,0
287,1.557,0.695,4.443,-0.069,-0.149,-0.144,0.057,0.041061023,0
288,0.836,1.232,2.907,-0.125,-0.128,-0.132,0.038,0.041061023,0
289,2.626,3.804,-0.725,-0.192,-0.134,-0.133,0.056,0.041061023,0
290,-2.524,-2.888,-1.362,-0.133,-0.103,-0.215,0.044,0.041061023,0
291,1.212,-8.815,-1.634,-0.066,-0.137,-0.185,0.044,0.041061023,0
292,1.272,1.994,-2.447,-0.059,-0.16,-0.055,0.055,0.041061023,0
293,0.028,0.097,1.616,-0.033,-0.152,-0.036,0.054,0.041061023,0
294,1.077,-5.261,3.099,-0.027,-0.109,-0.022,0.072,0.041061023,0
295,4.58,4.356,-1.405,-0.096,-0.125,-0.122,0.076,0.041061023,0
296,4.219,10.753,-2.214,-0.168,-0.175,-0.147,0.074,0.041061023,0
297,10.048,-1.229,1.04,-0.125,-0.226,-0.078,0.059,0.041061023,0
298,7.364,11.214,-0.748,-0.107,-0.166,-0.146,0.058,0.041061023,0
299,6.16,13.31,2.394,-0.124,-0.082,-0.192,0.054,0.041061023,0
300,4.258,-2.669,6.262,0.076,-0.011,-0.049,0.061,0.041061023,0
301,3.787,0.661,2.654,0,0.041,-0.022,0.059,0.041061023,0
302,4.193,-0.271,-5.033,-0.001,0.012,-0.031,0.059,0.041061023,0
303,6.033,0.976,-3.001,0.02,0.009,-0.036,0.067,0.041061023,0
304,4.171,2.693,-0.923,-0.041,-0.094,-0.124,0.08,0.041061023,0
305,3.627,8.678,-2.006,-0.011,0.05,0.018,0.061,0.041061023,0
306,3.578,3.896,2.346,-0.088,-0.098,-0.046,0.074,0.041061023,0
307,2.688,3.209,4.288,0.072,0.081,0.102,0.065,0.041061023,0
308,1.178,3.628,-0.149,0.091,0.066,0.119,0.091,0.041061023,0
309,-2.662,-2.695,-1.54,0.01,0.028,0.013,0.07,0.041061023,0
310,1.374,-7.663,0.221,-0.085,-0.101,-0.114,0.097,0.041061023,0
311,1.024,1.077,-2.985,0.009,-0.044,0.007,0.086,0.041061023,0
312,0.134,0.016,0.64,-0.087,-0.15,-0.078,0.105,0.041061023,0
313,0.275,-2.293,4.153,0.095,-0.012,0.043,0.08,0.041061023,0
314,4.372,5.853,-1.519,0.049,-0.007,-0.03,0.085,0.041061023,0
315,3.061,11.283,-1.75,0.048,0.047,0.069,0.103,0.041061023,0
316,8.423,0.355,-0.509,0.005,0.011,0.105,0.088,0.041061023,0
317,10.146,8.576,-0.093,0.055,0.135,0.115,0.091,0.041061023,0
318,7.169,17.482,4.226,-0.025,-0.013,-0.07,0.08,0.041061023,0
319,4.178,-9.156,6.492,0.158,-0.001,0.006,0.071,0.041061023,0
320,4.676,0.117,2.282,-0.108,0.095,-0.026,0.068,0.041061023,0
321,7.295,1.409,-2.366,0.039,0.082,0.106,0.058,0.041061023,0
322,6.27,-0.747,-2.55,0.096,0.049,0.078,0.061,0.041061023,0
323,6.101,2.097,-1.975,0.15,0.022,0.041,0.072,0.041061023,0
324,4.673,7.127,0.839,0.112,0.015,0.057,0.075,0.041061023,0
325,2.316,4.297,3.048,0.075,0.028,0.123,0.079,0.041061023,0
326,2.928,4.667,4.434,0.033,-0.021,0.076,0.08,0.041061023,0
327,2.847,2.966,3.416,0.124,0.071,0.127,0.071,0.041061023,0
328,-2.686,-2.162,-1.718,0.069,0.059,0.069,0.09,0.041061023,0
329,0.629,-5.237,0.611,0.087,0.082,0.071,0.083,0.041061023,0
330,0.419,-1.611,-1.351,0.036,0.098,0.107,0.077,0.041061023,0
331,-0.224,-0.213,1.169,0.067,0.082,0.09,0.078,0.041061023,0
332,-0.548,-2.888,5.123,0.034,0.017,-0.004,0.085,0.041061023,0
333,2.689,3.766,0.911,0.077,0.023,-0.03,0.079,0.041061023,0
334,2.929,9.715,-2,0.115,0.119,0.111,0.094,0.041061023,0
335,7.463,1.036,2.304,0.065,0.063,0.134,0.085,0.041061023,0
336,9.012,5.168,0.476,0.103,0.123,0.148,0.064,0.041061023,0
337,7.098,19.247,3.628,0.068,0.097,0.07,0.071,0.041061023,0
338,3.96,-7.876,7.022,0.112,0.068,0.04,0.058,0.041061023,0
339,4.879,-3.036,3.499,-0.124,0.119,-0.019,0.059,0.041061023,0
340,8.17,-1.95,-0.239,0.084,0.103,0.181,0.067,0.041061023,0
341,4.512,-2.05,-3.432,0.133,0.136,0.207,0.065,0.041061023,0
342,6.932,1.48,-2.134,0.137,0.091,0.151,0.07,0.041061023,0
343,5.442,8.776,-0.636,0.15,0.037,0.096,0.062,0.041061023,0
344,2.562,8.938,4.319,0.166,0.014,0.112,0.067,0.041061023,0
345,1.487,8.131,6.279,0.157,0.072,0.135,0.064,0.041061023,0
346,0.298,3.002,3.723,0.139,0.148,0.114,0.064,0.041061023,0
347,-2.243,-0.348,1.003,0.139,0.189,0.103,0.069,0.041061023,0
